
======================================================================
RUNNING ALL EXPERIMENTS
Total experiments: 19
Total runs: 1000
Estimated time: ~66.7 minutes (at 4s/run)
======================================================================


######################################################################
# EXPERIMENT: baseline
# Baseline: unmodified airbench94
# Runs: 100
######################################################################


============================================================
Experiment: baseline_ec2132ab
Timestamp: 2025-12-08T21:23:26.463225
Config overrides: None
Number of runs: 100
============================================================

------------------------------------------------------------------------------------------------------
|  run     |  epoch  |  train_loss  |  train_acc  |  val_acc  |  tta_val_acc  |  total_time_seconds  |
|          |      1  |      1.2725  |     0.8076  |   0.7526  |               |              1.0759  |
|          |      2  |      1.2031  |     0.8281  |   0.7739  |               |              1.6090  |
|          |      3  |      1.1631  |     0.8643  |   0.7980  |               |              2.0769  |
|          |      4  |      1.1387  |     0.8613  |   0.8553  |               |              2.5405  |
|          |      5  |      1.1006  |     0.8916  |   0.8415  |               |              3.0082  |
|          |      6  |      1.0459  |     0.9170  |   0.8788  |               |              3.4714  |
|          |      7  |      1.0215  |     0.9287  |   0.9019  |               |              3.9390  |
|          |      8  |      0.9683  |     0.9668  |   0.9198  |               |              4.4028  |
|          |      9  |      0.9336  |     0.9824  |   0.9309  |               |              4.8325  |
|          |   eval  |      0.9336  |     0.9824  |   0.9309  |       0.9398  |              5.0758  |
------------------------------------------------------------------------------------------------------
|      10  |      0  |      1.4111  |     0.7275  |   0.6245  |               |              0.6137  |
|          |      1  |      1.2920  |     0.7891  |   0.7092  |               |              1.1503  |
|          |      2  |      1.1855  |     0.8506  |   0.7277  |               |              1.6854  |
|          |      3  |      1.1465  |     0.8701  |   0.7945  |               |              2.1508  |
|          |      4  |      1.1309  |     0.8779  |   0.8628  |               |              2.6152  |
|          |      5  |      1.0957  |     0.8936  |   0.7897  |               |              3.0795  |
|          |      6  |      1.0518  |     0.9160  |   0.8744  |               |              3.5442  |
|          |      7  |      1.0273  |     0.9268  |   0.8958  |               |              4.0087  |
|          |      8  |      0.9629  |     0.9697  |   0.9211  |               |              4.4727  |
|          |      9  |      0.9487  |     0.9756  |   0.9313  |               |              4.8984  |
|          |   eval  |      0.9487  |     0.9756  |   0.9313  |       0.9384  |              5.1413  |
------------------------------------------------------------------------------------------------------
|      11  |      0  |      1.4014  |     0.7197  |   0.6803  |               |              0.5375  |
|          |      1  |      1.3076  |     0.7734  |   0.7142  |               |              1.0744  |
|          |      2  |      1.2275  |     0.8145  |   0.7374  |               |              1.6090  |
|          |      3  |      1.1777  |     0.8447  |   0.8435  |               |              2.0748  |
|          |      4  |      1.1650  |     0.8477  |   0.8161  |               |              2.5391  |
|          |      5  |      1.0869  |     0.9053  |   0.8569  |               |              3.0056  |
|          |      6  |      1.0400  |     0.9131  |   0.8964  |               |              3.4699  |
|          |      7  |      1.0283  |     0.9219  |   0.9022  |               |              3.9356  |
|          |      8  |      0.9683  |     0.9639  |   0.9199  |               |              4.4003  |
|          |      9  |      0.9365  |     0.9824  |   0.9299  |               |              4.8283  |
|          |   eval  |      0.9365  |     0.9824  |   0.9299  |       0.9394  |              5.0713  |
------------------------------------------------------------------------------------------------------
|      12  |      0  |      1.3838  |     0.7393  |   0.6808  |               |              0.6110  |
|          |      1  |      1.2705  |     0.8135  |   0.7732  |               |              1.1505  |
|          |      2  |      1.1748  |     0.8564  |   0.7636  |               |              1.6842  |
|          |      3  |      1.1475  |     0.8730  |   0.7836  |               |              2.1524  |
|          |      4  |      1.1143  |     0.8809  |   0.8645  |               |              2.6145  |
|          |      5  |      1.1035  |     0.8867  |   0.8716  |               |              3.0825  |
|          |      6  |      1.0791  |     0.9023  |   0.8890  |               |              3.5452  |
|          |      7  |      1.0186  |     0.9326  |   0.9012  |               |              4.0131  |
|          |      8  |      0.9614  |     0.9697  |   0.9219  |               |              4.4773  |
|          |      9  |      0.9424  |     0.9736  |   0.9310  |               |              4.9080  |
|          |   eval  |      0.9424  |     0.9736  |   0.9310  |       0.9413  |              5.1511  |
------------------------------------------------------------------------------------------------------
|      13  |      0  |      1.4492  |     0.6963  |   0.6066  |               |              0.6098  |
|          |      1  |      1.2979  |     0.7832  |   0.6184  |               |              1.1515  |
|          |      2  |      1.2100  |     0.8428  |   0.7824  |               |              1.6860  |
|          |      3  |      1.1826  |     0.8398  |   0.8354  |               |              2.1524  |
|          |      4  |      1.1221  |     0.8701  |   0.8115  |               |              2.6169  |
|          |      5  |      1.0898  |     0.8906  |   0.8551  |               |              3.0833  |
|          |      6  |      1.0400  |     0.9160  |   0.8812  |               |              3.5471  |
|          |      7  |      1.0293  |     0.9307  |   0.8951  |               |              4.0116  |
|          |      8  |      0.9761  |     0.9561  |   0.9168  |               |              4.4763  |
|          |      9  |      0.9468  |     0.9736  |   0.9327  |               |              4.9040  |
|          |   eval  |      0.9468  |     0.9736  |   0.9327  |       0.9391  |              5.1470  |
------------------------------------------------------------------------------------------------------
|      14  |      0  |      1.4551  |     0.6924  |   0.5764  |               |              0.5369  |
|          |      1  |      1.2734  |     0.8164  |   0.7009  |               |              1.0756  |
|          |      2  |      1.1992  |     0.8252  |   0.7877  |               |              1.6085  |
|          |      3  |      1.1797  |     0.8438  |   0.8339  |               |              2.0774  |
|          |      4  |      1.1260  |     0.8809  |   0.8352  |               |              2.5404  |
|          |      5  |      1.1035  |     0.8838  |   0.8197  |               |              3.0088  |
